City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
344,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
345,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
346,Jamestown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
347,Barra Do Bugres,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
348,Port Alfred,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
349,Itarema,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
350,Hithadhoo,0.5333,72.9333,81.99,74,50,4.52,MV,scattered clouds
351,Kaeo,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
352,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
353,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
354,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
355,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
356,Kiunga,-6.1219,141.2906,79.18,90,95,3.62,PG,overcast clouds
357,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
358,Cape Town,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
359,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
360,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
361,Avarua,-21.2078,-159.775,76.05,76,39,10.63,CK,scattered clouds
362,Rio Gallegos,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
363,Jamestown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
364,Avarua,-21.2078,-159.775,76.05,76,39,10.63,CK,scattered clouds
365,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
366,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
367,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
368,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
369,Grand Gaube,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
370,Saint-Philippe,-21.3585,55.7679,69.35,80,44,13.87,RE,scattered clouds
371,Jamestown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
372,Jamestown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
373,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
374,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
375,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
376,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
377,Mar Del Plata,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
378,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
379,Meulaboh,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
380,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
381,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
382,Rio Gallegos,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
383,Inhambane,-14.8031,36.5372,76.53,39,34,6.4,MZ,scattered clouds
384,Saint-Joseph,-21.3585,55.7679,69.35,80,44,13.87,RE,scattered clouds
385,Hobart,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
386,Jamestown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
387,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
388,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
389,Le Port,-21.3585,55.7679,69.35,80,44,13.87,RE,scattered clouds
390,Hobart,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
391,Saint-Philippe,-21.3585,55.7679,69.35,80,44,13.87,RE,scattered clouds
392,Castro,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
393,Salinas,-0.7393,-90.3518,70.47,89,81,8.32,EC,broken clouds
394,Hambantota,6.1241,81.1185,79.77,77,99,8.55,LK,overcast clouds
395,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
396,Avarua,-21.2078,-159.775,76.05,76,39,10.63,CK,scattered clouds
397,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
398,Port Alfred,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
399,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
400,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
401,Mar Del Plata,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
402,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
403,Ahipara,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
404,Grand River South East,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
405,Nkhotakota,-12.9274,34.2961,75.56,56,13,4.16,MW,few clouds
406,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
407,Olinda,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
408,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
409,New Norfolk,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
410,Arraial Do Cabo,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
411,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
412,Castro,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
413,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
414,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
415,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
416,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
417,Georgetown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
418,Garissa,-0.4536,39.6401,75.7,81,98,16.69,KE,overcast clouds
419,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
420,Atuona,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
421,Atuona,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
422,Ahipara,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
423,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
424,Puerto Ayora,-0.7393,-90.3518,70.47,89,81,8.32,EC,broken clouds
425,Gizo,-10.4544,161.9205,82.06,77,72,8.41,SB,broken clouds
426,Coquimbo,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
427,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
428,Luderitz,-26.6481,15.1594,54.75,90,49,13.62,NA,scattered clouds
429,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
430,Mahebourg,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
431,Kirakira,-10.4544,161.9205,82.06,77,72,8.41,SB,broken clouds
432,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
433,Hithadhoo,0.5333,72.9333,81.99,74,50,4.52,MV,scattered clouds
434,Jamestown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
435,Biak,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
436,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
437,Faanui,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
438,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
439,Byron Bay,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
440,Burnie,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
441,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
442,Georgetown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
443,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
444,Umzimvubu,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
445,New Norfolk,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
446,Kaitangata,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
447,Mar Del Plata,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
448,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
449,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
450,Grand River South East,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
451,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
452,Richards Bay,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
453,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
454,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
455,Santa Isabel Do Rio Negro,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
456,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
457,Auki,-10.4544,161.9205,82.06,77,72,8.41,SB,broken clouds
458,Lebu,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
459,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
460,Cape Town,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
461,Chuy,-33.6971,-53.4616,56.43,82,25,12.57,UY,scattered clouds
462,Lata,-10.4544,161.9205,82.06,77,72,8.41,SB,broken clouds
463,Saldanha,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
464,Hobart,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
465,Kruisfontein,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
466,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
467,Caravelas,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
468,Castro,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
469,Olinda,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
470,Comodoro Rivadavia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
471,Port Elizabeth,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
472,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
473,Jamestown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
474,Cidreira,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
475,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
476,Joao Pessoa,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
477,Bulawayo,-20.15,28.5833,69.58,38,1,16.28,ZW,clear sky
478,Grand River South East,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
479,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
480,Georgetown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
481,Necochea,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
482,Grand River South East,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
483,Avarua,-21.2078,-159.775,76.05,76,39,10.63,CK,scattered clouds
484,Arraial Do Cabo,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
485,East London,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
486,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
487,Chuy,-33.6971,-53.4616,56.43,82,25,12.57,UY,scattered clouds
488,Victoria,22.2855,114.1577,87.24,86,3,3.0,HK,clear sky
489,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
490,Guarapari,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
491,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
492,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
493,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
494,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
495,Cape Town,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
496,Castro,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
497,Port Alfred,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
498,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
499,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
500,Puerto Ayora,-0.7393,-90.3518,70.47,89,81,8.32,EC,broken clouds
501,Port Lincoln,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
502,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
503,Grand Gaube,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
504,Arraial Do Cabo,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
505,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
506,East London,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
507,Georgetown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
508,Challapata,14.3122,121.1114,84.85,78,77,2.93,PH,broken clouds
509,Padang,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
510,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
511,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
512,Saint-Philippe,-21.3585,55.7679,69.35,80,44,13.87,RE,scattered clouds
513,Avarua,-21.2078,-159.775,76.05,76,39,10.63,CK,scattered clouds
514,Narrabri,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
515,Cape Town,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
516,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
517,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
518,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
519,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
520,Atuona,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
521,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
522,Asau,46.4333,26.4,49.28,89,5,1.3,RO,light rain
523,Souillac,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
524,Hithadhoo,0.5333,72.9333,81.99,74,50,4.52,MV,scattered clouds
525,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
526,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
527,Arraial Do Cabo,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
528,Dunda,-8.1167,34.25,66.63,61,46,1.57,TZ,scattered clouds
529,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
530,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
531,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
532,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
533,Micheweni,-8.1167,34.25,66.63,61,46,1.57,TZ,scattered clouds
534,Castro,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
535,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
536,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
537,Barcelos,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
538,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
539,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
540,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
541,Poya,-22.6667,167.4833,69.85,77,68,23.09,NC,broken clouds
542,Port Alfred,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
543,Conceicao Do Araguaia,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
544,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
545,Bengkulu,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
546,East London,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
547,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
548,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
549,Arraial Do Cabo,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
550,Katherine,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
551,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
552,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
553,Cape Town,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
554,Hobart,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
555,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
556,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
557,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
558,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
559,New Norfolk,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
560,San Cristobal,-0.7393,-90.3518,70.47,89,81,8.32,EC,broken clouds
561,Mount Gambier,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
562,Bredasdorp,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
563,Port Alfred,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
564,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
565,Castro,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
566,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
567,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
568,Palabuhanratu,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
569,Vila Velha,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
570,Tabou,4.423,-7.3528,76.06,89,100,4.72,CI,moderate rain
571,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
572,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
573,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
574,Asau,46.4333,26.4,49.28,89,5,1.3,RO,light rain
575,Kaeo,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
576,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
577,Bambous Virieux,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
578,Kieta,-6.1219,141.2906,79.18,90,95,3.62,PG,overcast clouds
579,Palabuhanratu,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
580,Curuguaty,-24.4694,-55.6945,80.08,46,18,4.52,PY,few clouds
581,Tabou,4.423,-7.3528,76.06,89,100,4.72,CI,moderate rain
582,Chuy,-33.6971,-53.4616,56.43,82,25,12.57,UY,scattered clouds
583,Atuona,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
584,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
585,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
586,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
587,Rawson,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
588,Port Lincoln,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
589,Namatanai,-6.1219,141.2906,79.18,90,95,3.62,PG,overcast clouds
590,Pergamino,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
591,New Norfolk,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
592,Cape Town,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
593,Trelew,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
594,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
595,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
596,Christchurch,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
597,Hithadhoo,0.5333,72.9333,81.99,74,50,4.52,MV,scattered clouds
598,Merauke,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
599,Irpa Irpa,14.3122,121.1114,84.85,78,77,2.93,PH,broken clouds
600,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
601,Carnarvon,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
602,Flinders,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
603,Faanui,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
604,Rawson,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
605,Mount Isa,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
606,Port Elizabeth,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
607,Samarai,-6.1219,141.2906,79.18,90,95,3.62,PG,overcast clouds
608,Arraial Do Cabo,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
609,Cape Town,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
610,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
611,Mwinilunga,-16.1167,23.2667,73.06,31,67,3.58,ZM,broken clouds
612,Castro,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
613,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
614,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
615,Kaitangata,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
616,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
617,Luderitz,-26.6481,15.1594,54.75,90,49,13.62,NA,scattered clouds
618,Isangel,-19.55,169.2667,78.33,72,53,14.03,VU,broken clouds
619,East London,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
620,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
621,Castro,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
622,Victoria,22.2855,114.1577,87.24,86,3,3.0,HK,clear sky
623,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
624,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
625,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
626,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
627,Bengkulu,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
628,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
629,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
630,Sijunjung,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
631,Cape Town,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
632,Georgetown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
633,Poum,-22.6667,167.4833,69.85,77,68,23.09,NC,broken clouds
634,Hanmer Springs,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
635,Umzimvubu,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
636,Jamestown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
637,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
638,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
639,Laguna,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
640,Kununurra,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
641,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
642,Hobart,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
643,Saint-Philippe,-21.3585,55.7679,69.35,80,44,13.87,RE,scattered clouds
644,East London,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
645,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
646,Port Alfred,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
647,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
648,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
649,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
650,Belmonte,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
651,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
652,Atuona,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
653,Hithadhoo,0.5333,72.9333,81.99,74,50,4.52,MV,scattered clouds
654,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
655,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
656,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
657,Victoria,22.2855,114.1577,87.24,86,3,3.0,HK,clear sky
658,Lata,-10.4544,161.9205,82.06,77,72,8.41,SB,broken clouds
659,Hithadhoo,0.5333,72.9333,81.99,74,50,4.52,MV,scattered clouds
660,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
661,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
662,New Norfolk,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
663,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
664,Quatre Cocos,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
665,Gamba,-3.432,10.6554,75.36,86,99,7.56,GA,overcast clouds
666,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
667,Lichinga,-14.8031,36.5372,76.53,39,34,6.4,MZ,scattered clouds
668,Lusambo,-4.9667,23.45,70.63,96,99,1.25,CD,light rain
669,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
670,Luderitz,-26.6481,15.1594,54.75,90,49,13.62,NA,scattered clouds
671,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
672,Grand Gaube,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
673,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
674,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
675,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
676,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
677,Broome,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
678,Mayor Pablo Lagerenza,-24.4694,-55.6945,80.08,46,18,4.52,PY,few clouds
679,Lebu,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
680,Kaitangata,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
681,East London,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
682,Atuona,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
683,Avarua,-21.2078,-159.775,76.05,76,39,10.63,CK,scattered clouds
684,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
685,Neuquen,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
686,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
687,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
688,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
