City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1192,Pirai Do Sul,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1197,Banjar,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1199,Vila Velha,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1200,Puerto Leguizamo,MX,65.05,light rain,19.2167,-98.8083,Hotel Mansión
1201,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1203,Magadi,KE,75.7,overcast clouds,-0.4536,39.6401,Sharif Plaza Hotel
1205,Harper,LR,75.94,moderate rain,4.375,-7.7169,Screensaver
1206,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1208,Lebu,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1210,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1211,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1213,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1215,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1217,Faanui,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1218,Palabuhanratu,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1219,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1220,Atuona,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1226,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1229,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1231,Sumbawa,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1232,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1233,Padang,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1235,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1236,Padang,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1237,Pirapora,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1239,Bengkulu,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1241,Nabire,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1242,Ancud,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1245,Castro,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1246,Atuona,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1250,Lata,SB,82.06,broken clouds,-10.4544,161.9205,SanBiz Lodge
1251,Atuona,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1252,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1254,Faanui,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1255,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1256,Alofi,NU,77.31,light rain,-19.0595,-169.9187,Taloa Heights
1265,Faanui,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1271,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1272,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1276,Mahebourg,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1278,Saint-Philippe,RE,69.35,scattered clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1280,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1281,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1282,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1283,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1284,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1286,Atuona,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1290,Merauke,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1291,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1292,Gilgil,KE,75.7,overcast clouds,-0.4536,39.6401,Sharif Plaza Hotel
1294,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1295,Quatre Cocos,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1297,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1298,Saint-Philippe,RE,69.35,scattered clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1302,Lorengau,PG,79.18,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
1303,Tiarei,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1304,Monrovia,LR,75.94,moderate rain,4.375,-7.7169,Screensaver
1305,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1306,Fare,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1310,Mahebourg,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1313,Padang,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1322,Manggar,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1323,Rio Grande,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1324,Caravelas,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1325,Itaituba,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1328,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1330,Isangel,VU,78.33,broken clouds,-19.55,169.2667,Tanna Lodge
1331,Caravelas,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1332,Avarua,CK,76.05,scattered clouds,-21.2078,-159.775,Paradise Inn
1334,Vilcun,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1335,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1336,Pontal Do Parana,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1340,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1344,Bambous Virieux,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1346,Avera,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1349,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1352,Atuona,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1354,Terenos,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1355,Faanui,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1356,Avarua,CK,76.05,scattered clouds,-21.2078,-159.775,Paradise Inn
1357,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1361,Merauke,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1363,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1365,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1368,Puerto Leguizamo,MX,65.05,light rain,19.2167,-98.8083,Hotel Mansión
1372,Faanui,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1374,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1375,Hambantota,LK,79.77,overcast clouds,6.1241,81.1185,Bungalow 63
1378,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1379,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1381,Victoria,HK,87.24,clear sky,22.2855,114.1577,Mini Hotel Central
1382,Avarua,CK,76.05,scattered clouds,-21.2078,-159.775,Paradise Inn
1384,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1386,Puerto Ayora,EC,70.47,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1387,Atuona,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1390,Puerto Ayora,EC,70.47,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1392,Olinda,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1393,Mayumba,GA,75.36,overcast clouds,-3.432,10.6554,LIKWALE LODGE
1394,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1395,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1397,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1401,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1402,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1403,Talcahuano,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1404,Mentok,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1405,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1407,Paracatu,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1410,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1411,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1413,Mahebourg,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1414,Ilhabela,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1415,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1420,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1421,Alofi,NU,77.31,light rain,-19.0595,-169.9187,Taloa Heights
1422,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1426,Coari,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1427,Castro,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1428,Avarua,CK,76.05,scattered clouds,-21.2078,-159.775,Paradise Inn
1433,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1435,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1436,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1437,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1440,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1442,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1443,Cap Malheureux,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1448,Mahebourg,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1450,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1451,Palabuhanratu,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1453,Arraial Do Cabo,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1454,Mayumba,GA,75.36,overcast clouds,-3.432,10.6554,LIKWALE LODGE
1455,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1457,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1459,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1462,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1464,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1467,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1471,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1473,Gamba,GA,75.36,overcast clouds,-3.432,10.6554,LIKWALE LODGE
1474,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1475,Isangel,VU,78.33,broken clouds,-19.55,169.2667,Tanna Lodge
1481,Mangaratiba,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1482,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1484,Poum,NC,69.85,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
1486,San Cristobal,EC,70.47,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1487,San Cristobal,EC,70.47,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1490,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1491,Harper,LR,75.94,moderate rain,4.375,-7.7169,Screensaver
1492,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1495,Alofi,NU,77.31,light rain,-19.0595,-169.9187,Taloa Heights
1496,Touros,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1497,Sola,VU,78.33,broken clouds,-19.55,169.2667,Tanna Lodge
1498,Bambous Virieux,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1500,Mahebourg,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1502,Sao Joao Da Barra,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1505,Souillac,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1508,Arraial Do Cabo,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1509,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1511,Atambua,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1516,Avarua,CK,76.05,scattered clouds,-21.2078,-159.775,Paradise Inn
1517,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1519,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1520,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1521,Touros,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1523,Grand Gaube,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1524,Atuona,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1525,Owando,CG,70.61,overcast clouds,1.6136,16.0517,ABENIE Hotel
1526,Avarua,CK,76.05,scattered clouds,-21.2078,-159.775,Paradise Inn
1528,Saquarema,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1529,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1530,Saint-Philippe,RE,69.35,scattered clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1533,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1534,Avarua,CK,76.05,scattered clouds,-21.2078,-159.775,Paradise Inn
1538,Tarauaca,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1539,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1540,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1542,Puerto Ayora,EC,70.47,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1546,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1550,Lebu,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1551,Mahebourg,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1552,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1553,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1554,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1555,Castro,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1559,Inhambane,MZ,76.53,scattered clouds,-14.8031,36.5372,Hotel Vision
1560,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1566,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1572,Koumac,NC,69.85,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
1573,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1575,Grand River South East,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1578,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1580,Cidreira,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1581,Puerto Ayora,EC,70.47,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1582,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1583,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1584,Fare,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1585,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1586,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1587,Puerto Ayora,EC,70.47,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1592,Padang,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1593,San Cristobal,EC,70.47,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1596,Castro,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1600,Faanui,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1603,Caravelas,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1605,Salinas,EC,70.47,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1607,San Cristobal,EC,70.47,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1609,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1611,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1612,Lebu,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1615,Mahebourg,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1616,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1619,Sao Joao Da Barra,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1620,Lebu,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1624,Saint-Philippe,RE,69.35,scattered clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1625,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1629,Coihaique,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1630,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1633,Atuona,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1634,Sao Felix Do Xingu,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1636,Lebu,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1637,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1638,Avera,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1639,Puerto Ayora,EC,70.47,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1640,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1641,Kawalu,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1643,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1644,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1645,Faanui,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1648,Kendari,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1650,Alofi,NU,77.31,light rain,-19.0595,-169.9187,Taloa Heights
1651,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1652,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1657,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1658,Bengkulu,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1659,Puerto Ayora,EC,70.47,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1660,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1662,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1665,Vila Velha,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1666,Atuona,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1669,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1671,Mahebourg,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1673,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1674,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1676,Senador Jose Porfirio,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1679,Arraial Do Cabo,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1682,Saint-Philippe,RE,69.35,scattered clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1683,Souillac,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1684,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1690,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1696,Cidreira,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1697,Maceio,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1699,San Patricio,US,83.12,few clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
1700,Laguna,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1701,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1703,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1704,Dondo,MZ,76.53,scattered clouds,-14.8031,36.5372,Hotel Vision
1705,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1709,Kapit,MY,75.13,moderate rain,2.0167,112.9333,Hotel Meligai Kapit
1710,Maracai,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1711,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1713,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1715,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1719,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1722,Miracema Do Tocantins,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1727,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1729,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1732,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1733,Tautira,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1736,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1739,Bambous Virieux,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1740,Matara,LK,79.77,overcast clouds,6.1241,81.1185,Bungalow 63
1741,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1744,Puerto Ayora,EC,70.47,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1750,Bengkulu,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1751,Santa Teresa,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1752,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1754,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1756,Puerto Ayora,EC,70.47,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1759,Mazagao,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1760,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1761,Conceicao Da Barra,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1762,Saint-Philippe,RE,69.35,scattered clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1766,Arraial Do Cabo,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1767,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1769,San Cristobal,EC,70.47,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1771,Saint-Philippe,RE,69.35,scattered clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1774,Buin,PG,79.18,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
1776,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1777,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1778,Talcahuano,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1781,Porto Walter,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1782,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1783,Lata,SB,82.06,broken clouds,-10.4544,161.9205,SanBiz Lodge
1785,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1787,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1788,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1789,Avarua,CK,76.05,scattered clouds,-21.2078,-159.775,Paradise Inn
1790,Saint-Philippe,RE,69.35,scattered clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1791,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1792,Vila Velha,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1794,Palembang,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1799,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1800,Tual,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1801,Samarai,PG,79.18,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
