City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1111,Mahebourg,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1114,Vila Velha,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1115,Imbituba,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1116,Mayumba,GA,75.36,overcast clouds,-3.432,10.6554,LIKWALE LODGE
1117,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1122,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1124,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1129,Punta Arenas,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1130,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1131,Souillac,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1132,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1134,Coihaique,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1139,Sola,VU,78.33,broken clouds,-19.55,169.2667,Tanna Lodge
1142,Bambanglipuro,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1144,Touros,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1145,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1152,Vaini,TO,74.34,overcast clouds,-21.2,-175.2,Keleti Beach Resort
1155,Souillac,MU,72.36,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1165,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1166,Castro,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1167,Mataura,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1168,Bengkulu,ID,74.88,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
1171,Tadine,NC,69.85,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
1172,Boa Viagem,BR,69.89,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1174,Lebu,US,87.1,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
1176,Saint-Philippe,RE,69.35,scattered clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1177,Rikitea,PF,73.42,overcast clouds,-23.1203,-134.9692,People ThankYou
1178,Avarua,CK,76.05,scattered clouds,-21.2078,-159.775,Paradise Inn
1180,Le Port,RE,69.35,scattered clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1181,Mpika,ZM,73.06,broken clouds,-16.1167,23.2667,Zango lodge
1182,Avarua,CK,76.05,scattered clouds,-21.2078,-159.775,Paradise Inn
1183,Madang,PG,79.18,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
1184,Kandrian,PG,79.18,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
1189,Saint-Philippe,RE,69.35,scattered clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
